Strong
ENSG00000128274	A4GALT	A14GALT,Gb3S,P(k)	alpha 1,4-galactosyltransferase
ENSG00000136940	PDCL	DKFZp564M1863,PhLP	phosducin-like
ENSG00000115539	PDCL3	VIAF1	phosducin-like 3
ENSG00000178104	PDE4DIP	CMYA2,KIAA0454,KIAA0477,MMGL	phosphodiesterase 4D interacting protein
ENSG00000138735	PDE5A		phosphodiesterase 5A, cGMP-specific
ENSG00000171408	PDE7B		phosphodiesterase 7B
ENSG00000167004	PDIA3	ERp57,ERp60,ERp61,GRP57,GRP58,HsT17083,P58,PI-PLC	protein disulfide isomerase family A, member 3
ENSG00000155660	PDIA4	ERP70,ERP72	protein disulfide isomerase family A, member 4
ENSG00000005882	PDK2	PDHK2	pyruvate dehydrogenase kinase, isozyme 2
ENSG00000107438	PDLIM1	CLIM1,CLP-36,CLP36,hCLIM1	PDZ and LIM domain 1
ENSG00000163110	PDLIM5	Enh,LIM	PDZ and LIM domain 5
ENSG00000115425	PECR	HSA250303,SDR29C1,TERP	peroxisomal trans-2-enoyl-CoA reductase
ENSG00000164751	PEX2	PAF-1,PMP35,PXMP3,RNF72,ZWS3	peroxisomal biogenesis factor 2
ENSG00000113068	PFDN1	PFD1	prefoldin subunit 1
ENSG00000170525	PFKFB3		6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
ENSG00000185220	PGBD2		piggyBac transposable element derived 2
ENSG00000079739	PGM1		phosphoglucomutase 1
ENSG00000204138	PHACTR4	FLJ13171	phosphatase and actin regulator 4
ENSG00000215021	PHB2	Bap37,BCAP37,p22,REA	prohibitin 2
ENSG00000111752	PHC1	EDR1,HPH1,RAE28	polyhomeotic homolog 1 (Drosophila)
ENSG00000179899	PHC1B		polyhomeotic homolog 1B (Drosophila)
ENSG00000136147	PHF11	BCAP,IGER,NY-REN-34	PHD finger protein 11
ENSG00000156531	PHF6	BFLS,KIAA1823,MGC14797	PHD finger protein 6
ENSG00000054148	PHPT1	bA216L13.10,CGI-202,DKFZp564M173,HSPC141,PHP14	phosphohistidine phosphatase 1
ENSG00000107537	PHYH	PAHX,PHYH1,RD	phytanoyl-CoA 2-hydroxylase
ENSG00000033800	PIAS1	DDXBP1,GBP,GU/RH-II,ZMIZ3	protein inhibitor of activated STAT, 1
ENSG00000073921	PICALM	CALM,CLTH	phosphatidylinositol binding clathrin assembly protein
ENSG00000140451	PIF1	C15orf20,FLJ22692	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)
ENSG00000107959	PITRM1	hMP1,KIAA1104,MP1,PreP	pitrilysin metallopeptidase 1
ENSG00000067225	PKM2	OIP3,PK3,THBP1	pyruvate kinase, muscle
ENSG00000165495	PKNOX2		PBX/knotted 1 homeobox 2
ENSG00000188257	PLA2G2A	PLA2B,PLA2L	phospholipase A2, group IIA (platelets, synovial fluid)
ENSG00000138193	PLCE1	KIAA1516,NPHS3,PLCE	phospholipase C, epsilon 1
ENSG00000197943	PLCG2		phospholipase C, gamma 2 (phosphatidylinositol-specific)
ENSG00000105223	PLD3	HU-K4	phospholipase D family, member 3
ENSG00000166289	PLEKHF1	APPD,MGC4090,PHAFIN1,ZFYVE15	pleckstrin homology domain containing, family F (with FYVE domain) member 1
ENSG00000105355	PLIN3	M6PRBP1,PP17,TIP47	perilipin 3
ENSG00000140464	PML	MYL,RNF71,TRIM19	promyelocytic leukemia
ENSG00000165688	PMPCA	Alpha-MPP,INPP5E,KIAA0123	peptidase (mitochondrial processing) alpha
ENSG00000130822	PNCK	CaMK1b,MGC45419	pregnancy up-regulated non-ubiquitously expressed CaM kinase
ENSG00000039650	PNKP	PNK	polynucleotide kinase 3'-phosphatase
ENSG00000182013	PNMAL1	FLJ10781,KIAA1183L	PNMA-like 1
ENSG00000100941	PNN	memA	pinin, desmosome associated protein
ENSG00000130653	PNPLA7	C9orf111,FLJ31318,FLJ43070,FLJ44279,NTE-R1,NTEL1,RP11-48C7.2	patatin-like phospholipase domain containing 7
ENSG00000135241	PNPLA8	IPLA2(GAMMA),IPLA2-2,IPLA2G	patatin-like phospholipase domain containing 8
ENSG00000143442	POGZ	KIAA0461,SUHW5,ZNF280E,ZNF635m	pogo transposable element with ZNF domain
ENSG00000101868	POLA1	p180,POLA	polymerase (DNA directed), alpha 1, catalytic subunit
ENSG00000062822	POLD1	CDC2,POLD	polymerase (DNA directed), delta 1, catalytic subunit 125kDa
ENSG00000136480	POLG2	HP55,MTPOLB	polymerase (DNA directed), gamma 2, accessory subunit
ENSG00000170734	POLH	RAD30A,XP-V	polymerase (DNA directed), eta
ENSG00000101751	POLI	RAD30B,RAD3OB	polymerase (DNA directed) iota
ENSG00000068654	POLR1A	DKFZP586M0122,FLJ21915,RPA1,RPO1-4	polymerase (RNA) I polypeptide A, 194kDa
ENSG00000137054	POLR1E	FLJ13390,FLJ13970,PAF53,PRAF1	polymerase (RNA) I polypeptide E, 53kDa
ENSG00000181222	POLR2A	POLR2,POLRA,RPB1	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa
ENSG00000100142	POLR2F	HRBP14.4,RPB6	polymerase (RNA) II (DNA directed) polypeptide F
ENSG00000113356	POLR3G	RPC32,RPC7	polymerase (RNA) III (DNA directed) polypeptide G (32kD)
ENSG00000132963	POMP	C13orf12,HSPC014,UMP1	proteasome maturation protein
ENSG00000105854	PON2		paraoxonase 2
ENSG00000188877	POTEA	A26A1,CT104.3,POTE-8,POTE8	POTE ankyrin domain family, member A
ENSG00000180817	PPA1	IOPPP,PP,PP1,Ppase,SID6-8061	pyrophosphatase (inorganic) 1
ENSG00000166794	PPIB	CYPB,LRG_10,OI9	peptidylprolyl isomerase B (cyclophilin B)
ENSG00000084072	PPIE	CyP-33,MGC111222,MGC3736	peptidylprolyl isomerase E (cyclophilin E)
ENSG00000138398	PPIG	CARS-Cyp,SRCyp	peptidylprolyl isomerase G (cyclophilin G)
ENSG00000163644	PPM1K	DKFZp761G058,hPTMP,PP2Ckappa,PP2Cm	protein phosphatase, Mg2+/Mn2+ dependent, 1K
ENSG00000186298	PPP1CC	PP1gamma	protein phosphatase 1, catalytic subunit, gamma isozyme
ENSG00000088808	PPP1R13B	ASPP1,KIAA0771,p53BP2-like,p85	protein phosphatase 1, regulatory (inhibitor) subunit 13B
ENSG00000160972	PPP1R16A	MGC14333,MYPT3	protein phosphatase 1, regulatory (inhibitor) subunit 16A
ENSG00000137713	PPP2R1B	PP2A-Abeta,PR65B	protein phosphatase 2, regulatory subunit A, beta
ENSG00000119383	PPP2R4	PR53,PTPA	protein phosphatase 2A activator, regulatory subunit 4
ENSG00000138814	PPP3CA	CALN,CALNA,CNA1,PPP2B	protein phosphatase 3, catalytic subunit, alpha isozyme
ENSG00000120910	PPP3CC	CALNA3,PP2Bgamma	protein phosphatase 3, catalytic subunit, gamma isozyme
ENSG00000131238	PPT1	CLN1,INCL,PPT	palmitoyl-protein thioesterase 1
ENSG00000102103	PQBP1	MRX55,MRXS8,RENS1,SHS	polyglutamine binding protein 1
ENSG00000243279	PRAF2	JM4	PRA1 domain family, member 2
ENSG00000143294	PRCC	RCCP1	papillary renal cell carcinoma (translocation-associated)
ENSG00000116731	PRDM2	HUMHOXY1,KMT8,MTB-ZF,RIZ,RIZ1,RIZ2	PR domain containing 2, with ZNF domain
ENSG00000165672	PRDX3	AOP-1,AOP1,MER5,SP-22	peroxiredoxin 3
ENSG00000123131	PRDX4	AOE37-2	peroxiredoxin 4
ENSG00000126432	PRDX5	ACR1,AOEB166,B166,MGC117264,MGC142283,MGC142285,PLP,PMP20,PRDX6,PRXV,SBBI10	peroxiredoxin 5
ENSG00000117592	PRDX6	1-Cys,aiPLA2,AOP2,KIAA0106,MGC46173,NSGPx,p29,PRX	peroxiredoxin 6
ENSG00000138073	PREB	SEC12	prolactin regulatory element binding
ENSG00000121031	PRKDC	DNA-PKcs,DNAPK,DNPK1,HYRC,HYRC1,p350,XRCC7	protein kinase, DNA-activated, catalytic polypeptide
ENSG00000137492	PRKRIR	DAP4,P52rIPK	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
ENSG00000183943	PRKX	PKX1	protein kinase, X-linked
ENSG00000184500	PROS1	PROS	protein S (alpha)
ENSG00000147471	PROSC		proline synthetase co-transcribed homolog (bacterial)
ENSG00000110107	PRPF19	hPSO4,NMP200,PRP19,PSO4,UBOX4	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)
ENSG00000117360	PRPF3	HPRP3,Prp3,RP18	PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)
ENSG00000136875	PRPF4	HPRP4,HPRP4P,PRP4,Prp4p	PRP4 pre-mRNA processing factor 4 homolog (yeast)
ENSG00000112739	PRPF4B	KIAA0536,PR4H,Prp4	PRP4 pre-mRNA processing factor 4 homolog B (yeast)
ENSG00000174231	PRPF8	Prp8,PRPC8,RP13	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)
ENSG00000197746	PSAP	GLBA,SAP1	prosaposin
ENSG00000135069	PSAT1	PSA	phosphoserine aminotransferase 1
ENSG00000143801	PSEN2	AD3L,AD4,PS2,STM2	presenilin 2 (Alzheimer disease 4)
ENSG00000164985	PSIP1	LEDGF,p52,p75,PSIP2	PC4 and SFRS1 interacting protein 1
ENSG00000143106	PSMA5	ZETA	proteasome (prosome, macropain) subunit, alpha type, 5
ENSG00000142507	PSMB6	DELTA,Y	proteasome (prosome, macropain) subunit, beta type, 6
ENSG00000100764	PSMC1	p56,S4	proteasome (prosome, macropain) 26S subunit, ATPase, 1
ENSG00000161057	PSMC2	MSS1,Nbla10058,S7	proteasome (prosome, macropain) 26S subunit, ATPase, 2
ENSG00000165916	PSMC3	TBP-1,TBP1	proteasome (prosome, macropain) 26S subunit, ATPase, 3
ENSG00000087191	PSMC5	p45,p45/SUG,S8,SUG-1,SUG1,TBP10,TRIP1	proteasome (prosome, macropain) 26S subunit, ATPase, 5
ENSG00000173692	PSMD1	P112,Rpn2,S1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
ENSG00000101843	PSMD10	p28	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
ENSG00000197170	PSMD12	p55,Rpn5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
ENSG00000131467	PSME3	Ki,PA28-gamma,PA28G,REG-GAMMA	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
ENSG00000188647	PTAR1		protein prenyltransferase alpha subunit repeat containing 1
ENSG00000106246	PTCD1	KIAA0632	pentatricopeptide repeat domain 1
ENSG00000185920	PTCH1	BCNS,NBCCS,PTCH	patched homolog 1 (Drosophila)
ENSG00000171522	PTGER4	EP4	prostaglandin E receptor 4 (subtype EP4)
ENSG00000148334	PTGES2	C9orf15,FLJ14038	prostaglandin E synthase 2
ENSG00000160801	PTH1R	PTHR,PTHR1	parathyroid hormone 1 receptor
ENSG00000169398	PTK2	FADK,FAK,FAK1	PTK2 protein tyrosine kinase 2
ENSG00000196396	PTPN1	PTP1B	protein tyrosine phosphatase, non-receptor type 1
ENSG00000179295	PTPN11	BPTP3,NS1,PTP2C,SH-PTP2,SHP-2,SHP2	protein tyrosine phosphatase, non-receptor type 11
ENSG00000127947	PTPN12	PTP-PEST,PTPG1	protein tyrosine phosphatase, non-receptor type 12
ENSG00000153233	PTPRR	EC-PTP,PCPTP1,PTP-SL,PTPBR7,PTPRQ	protein tyrosine phosphatase, receptor type, R
ENSG00000164611	PTTG1	EAP1,HPTTG,PTTG,securin,TUTR1	pituitary tumor-transforming 1
ENSG00000091127	PUS7	FLJ20485	pseudouridylate synthase 7 homolog (S. cerevisiae)
ENSG00000110400	PVRL1	CD111,CLPED1,ED4,HIgR,HVEC,OFC7,PRR,PRR1,PVRR1,SK-12	poliovirus receptor-related 1 (herpesvirus entry mediator C)
ENSG00000168297	PXK	FLJ20335	PX domain containing serine/threonine kinase
ENSG00000163348	PYGO2		pygopus homolog 2 (Drosophila)
ENSG00000130348	QRSL1	DKFZP564C1278,FLJ10989,FLJ12189,FLJ13447,GatA	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
ENSG00000165661	QSOX2	DKFZp762A2013,QSCN6L1,SOXN	quiescin Q6 sulfhydryl oxidase 2
ENSG00000103769	RAB11A	YL8	RAB11A, member RAS oncogene family
ENSG00000156675	RAB11FIP1	FLJ22524,FLJ22622,Rab11-FIP1,RCP	RAB11 family interacting protein 1 (class I)
ENSG00000119396	RAB14	FBP,RAB-14	RAB14, member RAS oncogene family
ENSG00000138069	RAB1A	RAB1,YPT1	RAB1A, member RAS oncogene family
ENSG00000041353	RAB27B		RAB27B, member RAS oncogene family
ENSG00000168461	RAB31	Rab22B	RAB31, member RAS oncogene family
ENSG00000109113	RAB34	RAB39,RAH	RAB34, member RAS oncogene family
ENSG00000169213	RAB3B		RAB3B, member RAS oncogene family
ENSG00000175582	RAB6A	RAB6	RAB6A, member RAS oncogene family
ENSG00000154917	RAB6B		RAB6B, member RAS oncogene family
ENSG00000075785	RAB7A	RAB7	RAB7A, member RAS oncogene family
ENSG00000123595	RAB9A	RAB9	RAB9A, member RAS oncogene family
ENSG00000029725	RABEP1	neurocrescin,RAB5EP,rabaptin-5,RABPT5	rabaptin, RAB GTPase binding effector protein 1
ENSG00000164754	RAD21	hHR21,KIAA0078,SCC1	RAD21 homolog (S. pombe)
ENSG00000182185	RAD51L1	hREC2,R51H2,RAD51B,REC2	RAD51-like 1 (S. cerevisiae)
ENSG00000172613	RAD9A	RAD9	RAD9 homolog A (S. pombe)
ENSG00000080823	RAGE	MOK,RAGE1	renal tumor antigen
ENSG00000116191	RALGPS2	FLJ10244,FLJ25604,KIAA0351	Ral GEF with PH domain and SH3 binding motif 2
ENSG00000132359	RAP1GAP2	GARNL4,KIAA1039	RAP1 GTPase activating protein 2
ENSG00000077092	RARB	HAP,NR1B2,RRB2	retinoic acid receptor, beta
ENSG00000165105	RASEF	FLJ31614,RAB45	RAS and EF-hand domain containing
ENSG00000139687	RB1	OSRC,RB	retinoblastoma 1
ENSG00000103479	RBL2	p130,Rb2	retinoblastoma-like 2 (p130)
ENSG00000239306	RBM14	COAA,DKFZp779J0927,SIP,SYTIP1	RNA binding motif protein 14
ENSG00000162775	RBM15	OTT,OTT1	RNA binding motif protein 15
ENSG00000086589	RBM22	Cwc2,FLJ10290,fSAP47,ZC3H16	RNA binding motif protein 22
ENSG00000184863	RBM33	DKFZp434D1319,DKFZp686F102,MGC20460,PRR8	RNA binding motif protein 33
ENSG00000131051	RBM39	CAPER,CC1.3,fSAP59,HCC1,RNPC2	RNA binding motif protein 39
ENSG00000100320	RBM9	FOX-2,HNRBP2	RNA binding motif protein 9
ENSG00000134597	RBMX2	CGI-79	RNA binding motif protein, X-linked 2
ENSG00000135870	RC3H1	KIAA2025,RNF198,roquin,RP5-1198E17.5	ring finger and CCCH-type zinc finger domains 1
ENSG00000180198	RCC1	CHC1	regulator of chromosome condensation 1
ENSG00000089902	RCOR1	COREST,KIAA0071,RCOR	REST corepressor 1
ENSG00000204356	RDBP	D6S45,NELF-E,RD,RDP	Negative elongation factor E (NELF-E)(RNA-binding protein RD)
ENSG00000137710	RDX	DFNB24	radixin
ENSG00000004700	RECQL	RecQ1,RecQL1	RecQ protein-like (DNA helicase Q1-like)
ENSG00000173039	RELA	NFKB3,p65	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
ENSG00000181826	RELL1		RELT-like 1
ENSG00000142599	RERE	ARG,ARP,ATN1L,DNB1,KIAA0458	arginine-glutamic acid dipeptide (RE) repeats
ENSG00000084093	REST	NRSF,XBR	RE1-silencing transcription factor
ENSG00000049541	RFC2	A1,RFC40	replication factor C (activator 1) 2, 40kDa
ENSG00000163918	RFC4	A1,RFC37	replication factor C (activator 1) 4, 37kDa
ENSG00000143390	RFX5		regulatory factor X, 5 (influences HLA class II expression)
ENSG00000140983	RHOT2	ARHT2,C16orf39,MIRO-2	ras homolog gene family, member T2
ENSG00000204227	RING1	RNF1	E3 ubiquitin-protein ligase RING1 (EC 6.3.2.-)(RING finger protein 1)(Polycomb complex protein RING1)(Really interesting new gene 1 protein)
ENSG00000104312	RIPK2	CARD3,CARDIAK,RICK,RIP2	receptor-interacting serine-threonine kinase 2
ENSG00000125352	RNF113A	Cwc24,RNF113,ZNF183	ring finger protein 113A
ENSG00000139797	RNF113B	RNF161,ZNF183L1	ring finger protein 113B
ENSG00000124226	RNF114	PSORS12,ZNF313	ring finger protein 114
ENSG00000113269	RNF130	G1RZFP,GOLIATH,GP	ring finger protein 130
ENSG00000034677	RNF19A	DKFZp566B1346,dorfin,RNF19	ring finger protein 19A
ENSG00000121481	RNF2	BAP-1,BAP1,DING,HIPI3,RING1B,RING2	ring finger protein 2
ENSG00000155827	RNF20	BRE1,BRE1A,FLJ11189,FLJ20382,hBRE1,KAIA2779	ring finger protein 20
ENSG00000108375	RNF43	DKFZp781H0392,FLJ20315,URCC	ring finger protein 43
ENSG00000169071	ROR2	BDB,BDB1,NTRKR2	receptor tyrosine kinase-like orphan receptor 2
ENSG00000250588	RP11-192K2.3		Putative uncharacterized protein IQCJ 
ENSG00000251537	RP11-385D13.1		Putative uncharacterized protein Fragment 
ENSG00000143674	RP5-862P8.2		Mitogen-activated protein kinase kinase kinase (EC 2.7.11.25)(Mixed lineage kinase 4)
ENSG00000248919	RP5-900K19.1		Pentatricopeptide repeat-containing protein 1 
ENSG00000132383	RPA1	HSSB,REPA1,RF-A,RP-A,RPA70	replication protein A1, 70kDa
ENSG00000117748	RPA2		replication protein A2, 32kDa
ENSG00000106399	RPA3	REPA3	replication protein A3, 14kDa
ENSG00000147403	RPL10	DXS648,DXS648E,FLJ23544,NOV,QM,RNU70,SNORA70,U70	small nucleolar RNA, H/ACA box 70
ENSG00000165496	RPL10L		ribosomal protein L10-like
ENSG00000188846	RPL14	CTG-B33,hRL14,L14,RL14	ribosomal protein L14
ENSG00000164587	RPS14	EMTB	ribosomal protein S14
ENSG00000162302	RPS6KA4	MSK2,RSK-B	ribosomal protein S6 kinase, 90kDa, polypeptide 4
ENSG00000100784	RPS6KA5	MSK1,RLPK	ribosomal protein S6 kinase, 90kDa, polypeptide 5
ENSG00000175634	RPS6KB2	KLS,P70-BETA,p70S6Kb,STK14B	ribosomal protein S6 kinase, 70kDa, polypeptide 2
ENSG00000116954	RRAGC	FLJ13311,GTR2	Ras-related GTP binding C
ENSG00000125844	RRBP1	ES/130,hES	ribosome binding protein 1 homolog 180kDa (dog)
ENSG00000167325	RRM1		ribonucleotide reductase M1
ENSG00000048392	RRM2B	p53R2	ribonucleotide reductase M2 B (TP53 inducible)
ENSG00000067533	RRP15	CGI-115,KIAA0507	ribosomal RNA processing 15 homolog (S. cerevisiae)
ENSG00000160208	RRP1B	KIAA0179,Nnp1,RRP1	ribosomal RNA processing 1 homolog B (S. cerevisiae)
ENSG00000187257	RSBN1L	FLJ42526,FLJ45813,MGC71764	round spermatid basic protein 1-like
ENSG00000215695	RSC1A1	RS1	regulatory solute carrier protein, family 1, member 1
ENSG00000048649	RSF1	HBXAP,p325,RSF-1,XAP8	remodeling and spacing factor 1
ENSG00000137996	RTCD1	RPC	RNA terminal phosphate cyclase domain 1
ENSG00000114993	RTKN	B5	rhotekin
ENSG00000018189	RUFY3	KIAA0871,RIPx,Singar1	RUN and FYVE domain containing 3
ENSG00000198863	RUNDC1	DKFZp761H0421	RUN domain containing 1
ENSG00000124813	RUNX2	AML3,CBFA1,CCD,CCD1,PEBP2A1,PEBP2aA1	runt-related transcription factor 2
ENSG00000204231	RXRB	H-2RIIBP,NR2B2,RCoR-1	retinoid X receptor, beta
ENSG00000197747	S100A10	42C,ANX2LG,CAL1L,CLP11,P11	S100 calcium binding protein A10
ENSG00000197956	S100A6	2A9,CABP,CACY,PRA	S100 calcium binding protein A6
ENSG00000160633	SAFB	HET,SAFB1	scaffold attachment factor B
ENSG00000205413	SAMD9	C7orf5,FLJ20073,KIAA2004	sterile alpha motif domain containing 9
ENSG00000177409	SAMD9L	C7orf6,FLJ39885,KIAA2005	sterile alpha motif domain containing 9-like
ENSG00000110075	SAPS3	C11orf23,DKFZp781E17107,DKFZp781E2374,DKFZp781O2362,FLJ11058,FLJ43065,KIAA1558,MGC125711,MGC125712,PP6R3,SAP190,SAPL,SAPLa	SAPS domain family, member 3
ENSG00000079332	SAR1A	SAR1,Sara,SARA1	SAR1 homolog A (S. cerevisiae)
ENSG00000119042	SATB2	FLJ21474,KIAA1034	SATB homeobox 2
ENSG00000126524	SBDS	CGI-97,FLJ10917,SDS,SWDS	Shwachman-Bodian-Diamond syndrome
ENSG00000140497	SCAMP2		secretory carrier membrane protein 2
ENSG00000138760	SCARB2	CD36L2,HLGP85,LIMPII,SR-BII	scavenger receptor class B, member 2
ENSG00000099194	SCD	FADS5,SCDOS	stearoyl-CoA desaturase (delta-9-desaturase)
ENSG00000151967	SCHIP1	SCHIP-1	schwannomin interacting protein 1
ENSG00000006747	SCIN	adseverin,KIAA1905	scinderin
ENSG00000149575	SCN2B		sodium channel, voltage-gated, type II, beta
ENSG00000133028	SCO1	SCOD1	SCO cytochrome oxidase deficient homolog 1 (yeast)
ENSG00000116171	SCP2		sterol carrier protein 2
ENSG00000136021	SCYL2	KIAA1360	SCY1-like 2 (S. cerevisiae)
ENSG00000137575	SDCBP	SYCL	syndecan binding protein (syntenin)
ENSG00000153015	SDCCAG10	CWC27,NY-CO-10,SDCCAG10	CWC27 spliceosome-associated protein homolog (S. cerevisiae)
ENSG00000138674	SEC31A	ABP125,ABP130,KIAA0905,SEC31L1	SEC31 homolog A (S. cerevisiae)
ENSG00000008952	SEC62	Dtrp1,HTP1,TLOC1	SEC62 homolog (S. cerevisiae)
ENSG00000071537	SEL1L	IBD2,SEL1L1	sel-1 suppressor of lin-12-like (C. elegans)
ENSG00000142864	SERBP1	CGI-55,CHD3IP,DKFZP564M2423,HABP4L,PAI-RBP1,PAIRBP1	SERPINE1 mRNA binding protein 1
ENSG00000242550	SERPINB10	bomapin,PI10	serpin peptidase inhibitor, clade B (ovalbumin), member 10
ENSG00000197632	SERPINB2	HsT1201,PAI2,PLANH2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
ENSG00000206075	SERPINB5	maspin,PI5	serpin peptidase inhibitor, clade B (ovalbumin), member 5
ENSG00000179833	SERTAD2	KIAA0127,Sei-2,TRIP-Br2	SERTA domain containing 2
ENSG00000130766	SESN2	DKFZp761M0212,HI95,SES2,SEST2	sestrin 2
ENSG00000099381	SETD1A	KIAA0339,KMT2F,Set1	SET domain containing 1A
ENSG00000185917	SETD4	C21orf18,C21orf27	SET domain containing 4
ENSG00000099995	SF3A1	Prp21,PRPF21,SAP114,SF3a120	splicing factor 3a, subunit 1, 120kDa
ENSG00000105705	SF4	DKFZp434E2216,F23858,RBP	splicing factor 4
ENSG00000120057	SFRP5	SARP3	secreted frizzled-related protein 5
ENSG00000136450	SFRS1	ASF,MGC5228,SF2,SF2p33,SRp30a	splicing factor, arginine/serine-rich 1
ENSG00000116754	SFRS11	NET2,p54	splicing factor, arginine/serine-rich 11
ENSG00000156304	SFRS15	DKFZp434E098,KIAA1172,SCAF4,SRA4	splicing factor, arginine/serine-rich 15
ENSG00000124193	SFRS6	B52,SRP55	splicing factor, arginine/serine-rich 6
ENSG00000168484	SFTPC	PSP-C,SFTP2,SMDP2,SP-C	surfactant protein C
ENSG00000164466	SFXN1	FLJ12876	sideroflexin 1
ENSG00000183605	SFXN4		sideroflexin 4
ENSG00000129810	SGOL1	NY-BR-85	shugoshin-like 1 (S. pombe)
ENSG00000166224	SGPL1	SPL	sphingosine-1-phosphate lyase 1
ENSG00000181523	SGSH	HSS,MPS3A,SFMD	N-sulfoglucosamine sulfohydrolase
ENSG00000111252	SH2B3	IDDM20,LNK	SH2B adaptor protein 3
ENSG00000109686	SH3D19	DKFZp434D0215,EBP,EVE1,Kryn,SH3P19	SH3 domain containing 19
ENSG00000141985	SH3GL1	CNSA1,EEN,MGC111371,SH3D2B,SH3P8	SH3-domain GRB2-like 1
ENSG00000097033	SH3GLB1	Bif-1,CGI-61,KIAA0491	SH3-domain GRB2-like endophilin B1
ENSG00000148341	SH3GLB2	KIAA1848	SH3-domain GRB2-like endophilin B2
ENSG00000160691	SHC1	p66,SHC	SHC (Src homology 2 domain containing) transforming protein 1
ENSG00000182199	SHMT2	SHMT	serine hydroxymethyltransferase 2 (mitochondrial)
ENSG00000052723	SIKE1	FLJ21168,SIKE	suppressor of IKBKE 1
ENSG00000169375	SIN3A	DKFZP434K2235,KIAA0700	SIN3 homolog A, transcription regulator (yeast)
ENSG00000116991	SIPA1L2	KIAA1389	signal-induced proliferation-associated 1 like 2
ENSG00000096717	SIRT1	SIR2L1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)
ENSG00000124523	SIRT5		sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)
ENSG00000145604	SKP2	FBL1,FBXL1	S-phase kinase-associated protein 2 (p45)
ENSG00000163950	SLBP	HBP	stem-loop binding protein
ENSG00000141526	SLC16A3	MCT3,MCT4	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)
ENSG00000106688	SLC1A1	EAAC1,EAAT3	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
ENSG00000144136	SLC20A1	Glvr-1,GLVR1,PiT-1	solute carrier family 20 (phosphate transporter), member 1
ENSG00000137266	SLC22A23	C6orf85,FLJ22174	solute carrier family 22, member 23
ENSG00000183048	SLC25A10	DIC	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
ENSG00000108528	SLC25A11	OGC,SLC20A4	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
ENSG00000178537	SLC25A20	CAC,CACT	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
ENSG00000085491	SLC25A24	APC1,DKFZp586G0123	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
ENSG00000144741	SLC25A26		solute carrier family 25, member 26
ENSG00000112759	SLC29A1	ENT1	solute carrier family 29 (nucleoside transporters), member 1
ENSG00000174669	SLC29A2	DER12,ENT2,HNP36	solute carrier family 29 (nucleoside transporters), member 2
ENSG00000029364	SLC39A9	FLJ11274	solute carrier family 39 (zinc transporter), member 9
